Title,Author,State,District,Date,Ban Status,lat,lon,year
Fun Home: A Family Tragicomic,"Bechdel, Alison",Michigan,Rochester Community Schools District,2022-04-01,Banned Pending Investigation,43.326618,-84.536095,2022.0
Fun Home: A Family Tragicomic,"Bechdel, Alison",Missouri,Nixa Public Schools,2022-05-01,Banned in Libraries and Classrooms,38.456085,-92.288368,2022.0
Fun Home: A Family Tragicomic,"Bechdel, Alison",Missouri,North Kansas City Schools,2021-10-01,Banned Pending Investigation,38.456085,-92.288368,2021.0
Fun Home: A Family Tragicomic,"Bechdel, Alison",Missouri,Wentzville School District,2021-10-01,Banned Pending Investigation,38.456085,-92.288368,2021.0
Fun Home: A Family Tragicomic,"Bechdel, Alison",Rhode Island,Pawtucket School Department,2021-12-01,Banned in Libraries and Classrooms,41.680893,-71.51178,2021.0
Fun Home: A Family Tragicomic,"Bechdel, Alison",South Dakota,Rapid City Area Schools,2022-04-01,Banned in Libraries and Classrooms,44.299782,-99.438828,2022.0
Fun Home: A Family Tragicomic,"Bechdel, Alison",Texas,Birdville Independent School District,2021-10-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Fun Home: A Family Tragicomic,"Bechdel, Alison",Texas,Clear Creek Independent School District,2022-05-01,Banned in Libraries and Classrooms,31.054487,-97.563461,2022.0
Counting on Katherine: How Katherine Johnson Saved Apollo 13,"Becker, Helaine",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
"Dating, Relationships, And Sexuality: What Teens Should Know","Beckman, Wendy Hart",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
Lucky Broken Girl,"Behar, Ruth",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Lucky Broken Girl,"Behar, Ruth",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy",Florida,St. Johns County School District,2022-05-01,Banned in Libraries,27.766279,-81.686783,2022.0
Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy",Tennessee,Collierville Schools,2022-02-01,Banned in Libraries and Classrooms,35.747845,-86.692345,2022.0
Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy",Wisconsin,Elmbrook Schools,2021-07-01,Banned in Libraries and Classrooms,44.268543,-89.616508,2021.0
Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy",Wisconsin,School District of Waukesha,2021-12-01,Banned in Libraries and Classrooms,44.268543,-89.616508,2021.0
Faces at the Bottom of the Well: The Permanence of Racism,"Bell, Derrick",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Alan Cole Is Not a Coward,"Bell, Eric",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
Death Wind,"Bell, William",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
Death Wind,"Bell, William",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
La tormenta,"Bell, William",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
Great,"Benincasa, Sara",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
Great,"Benincasa, Sara",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
Not Norman: A Goldfish Story,"Bennett, Kelly",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Things That Make White People Uncomfortable (Adapted for Young Adults),"Bennett, Michael",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Far from the Tree,"Benway, Robin",Indiana,Middlebury Community Schools,2021-12-01,Banned in Libraries,39.849426,-86.258278,2021.0
Far from the Tree,"Benway, Robin",Tennessee,Hamilton County Schools,2021-10-01,Banned Pending Investigation,35.747845,-86.692345,2021.0
Kaleidoscope Song,"Benwell, Fox",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
The Berenstain Bears and the Big Question (The Berenstain Bears Series),"Berenstain, Jan",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
This Place Is Not My Home,"Bermudez, Cyn",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Trans Mission: My Quest to a Beard,"Bertie, Alex",Kansas,Goddard Public Schools,2021-11-01,Banned Pending Investigation,38.5266,-96.726486,2021.0
Trans Mission: My Quest to a Beard,"Bertie, Alex",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Trans Mission: My Quest to a Beard,"Bertie, Alex",Texas,Frisco Independent School District,2022-02-01,Banned in Libraries and Classrooms,31.054487,-97.563461,2022.0
Trans Mission: My Quest to a Beard,"Bertie, Alex",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Being Transgender: What You Should Know,"Bevan, Thomas E.",Tennessee,Collierville Schools,2022-02-01,Banned in Libraries and Classrooms,35.747845,-86.692345,2022.0
The Sin-Eater's Confession,"Bick, Ilsa J.",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
The Sin-Eater's Confession,"Bick, Ilsa J.",Texas,Klein Independent School District,2021-11-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
The Sin-Eater's Confession,"Bick, Ilsa J.",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
Marvelous Cornelius: Hurricane Katrina and the Spirit of New Orleans,"Bildner, Phil",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Most Valuable Players (Rip and Red Series),"Bildner, Phil",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Playing the Field,"Bildner, Phil",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
I Kissed Alice,"Birch, Anna",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
"Sorted: Growing Up, Coming Out, and Finding My Place","Bird, Jackson",Florida,Indian River County School District,2021-11-01,Banned in Libraries,27.766279,-81.686783,2021.0
Grandmama's Pride,"Birtha, Becky",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
My Invented Life,"Bjorkman, Lauren",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
My Invented Life,"Bjorkman, Lauren",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
The Baby Tree,"Blackall, Sophie",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
The Baby Tree,"Blackall, Sophie",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
The Baby Tree,"Blackall, Sophie",Wisconsin,School District of Cadott Community,2022-03-01,Banned in Libraries and Classrooms,44.268543,-89.616508,2022.0
Boy2Girl,"Blacker, Terence",Florida,Indian River County School District,2021-11-01,Banned Pending Investigation,27.766279,-81.686783,2021.0
Girl Made of Stars,"Blake, Ashley Herring",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Girl Made of Stars,"Blake, Ashley Herring",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
How to Make a Wish,"Blake, Ashley Herring",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Ivy Aberdeen's Letter to the World,"Blake, Ashley Herring",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Ivy Aberdeen's Letter to the World,"Blake, Ashley Herring",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
La carta de Ivy Aberdeen al mundo/Ivy Aberdeen's Letter to the World,"Blake, Ashley Herring",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
The Mighty Heart of Sunny St. James,"Blake, Ashley Herring",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Bowery Girl,"Blakemore, Kim Taylor",Florida,Indian River County School District,2021-11-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2021.0
Someone I Used to Know,"Blount, Patty",Florida,Indian River County School District,2021-11-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2021.0
Forever...,"Blume, Judy",Florida,Brevard Public Schools,2022-03-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Forever...,"Blume, Judy",Florida,Indian River County School District,2021-11-01,Banned in Libraries,27.766279,-81.686783,2021.0
Forever...,"Blume, Judy",Florida,Jackson County School District,2022-04-01,Banned in Libraries and Classrooms,27.766279,-81.686783,2022.0
Forever...,"Blume, Judy",Florida,Walton County School District,2022-04-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
"Then Again, Maybe I Won't","Blume, Judy",Texas,Fredericksburg Independent School District,2022-03-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
Jane Against the World: Roe v. Wade and the Fight for Reproductive Rights,"Blumenthal, Karen",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
A Bike Like Sergio's,"Boelts, Maribeth",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Those Shoes,"Boelts, Maribeth",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Changing the Equation: 50+ US Black Women in STEM,"Bolden, Tonya",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
A Quick & Easy Guide to They/Them Pronouns,"Bongiovanni, Archie",Tennessee,Collierville Schools,2022-02-01,Banned in Libraries and Classrooms,35.747845,-86.692345,2022.0
Sasha Masha,"Borinsky, Agnes",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Channel Kindness: Stories of Kindness and Community,Born This Way Foundation Reporters,Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
"Be Gay, Do Comics: Queer History, Memoir, and Satire from The Nib","Bors, Matt",Tennessee,Collierville Schools,2022-02-01,Banned in Libraries and Classrooms,35.747845,-86.692345,2022.0
Bruised,"Boteju, Tanya",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
"Kings, Queens, and In-Betweens","Boteju, Tanya",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
"Allies: Real Talk About Showing Up, Screwing Up, And Trying Again","Bourne, Shakirah",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
The Witch Owl Parliament (Clockwork Curandera Series),"Bowles, David",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Summer Bird Blue,"Bowman, Akemi Dawn",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Will,"Boyd, Maria",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
The Benefits of Being an Octopus,"Braden, Ann",Mississippi,Madison County Schools,2022-04-01,Banned in Libraries,32.741646,-89.678696,2022.0
"Ziggy, Stardust and Me","Brandon, James",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
"Daddy, There's A Noise Outside","Braswell, Kenneth",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Protest Movements: Then and Now,"Braun, Eric",Wisconsin,School District of Cadott Community,2022-03-01,Banned in Libraries and Classrooms,44.268543,-89.616508,2022.0
Lair of Dreams (The Diviners Series),"Bray, Libba",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
Into the Real,"Brewer, Z",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
This Is Your Time,"Bridges, Ruby",Texas,Katy Independent School District,2022-01-01,Banned in Libraries,31.054487,-97.563461,2022.0
This Is Your Time,"Bridges, Ruby",Texas,North East Independent School District,2021-12-01,Banned Pending Investigation,31.054487,-97.563461,2021.0
Black Rabbit Summer,"Brooks, Kevin",Texas,Granbury Independent School District,2022-01-01,Banned Pending Investigation,31.054487,-97.563461,2022.0
Black Rabbit Summer,"Brooks, Kevin",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
Imani's Moon,"Brown-Wood, JaNay",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Who Is Malala Yousafzai? (Who was...? Series),"Brown, Dinah",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",Florida,Indian River County School District,2021-11-01,Banned in Libraries,27.766279,-81.686783,2021.0
Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",Kansas,Goddard Public Schools,2021-11-01,Banned Pending Investigation,38.5266,-96.726486,2021.0
Black Girl Unlimited: The Remarkable Story of a Teenage Wizard,"Brown, Echo",Missouri,Nixa Public Schools,2022-02-01,Banned in Libraries,38.456085,-92.288368,2022.0
The Key to You and Me,"Brown, Jaye Robin",Tennessee,Collierville Schools,2022-02-01,Banned Pending Investigation,35.747845,-86.692345,2022.0
The Meaning of Birds,"Brown, Jaye Robin",Texas,North East Independent School District,2021-12-01,Banned in Libraries,31.054487,-97.563461,2021.0
Lola Levine and the Ballet Scheme (Lola Levine Series),"Brown, Monica",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Lola Levine and the Halloween Scream (Lola Levine Series),"Brown, Monica",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Lola Levine and the Vacation Dream (Lola Levine Series),"Brown, Monica",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Lola Levine Is Not Mean! (Lola Levine Series),"Brown, Monica",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Lola Levine Meets Jelly and Bean (Lola Levine Series),"Brown, Monica",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Lola Levine: Drama Queen (Lola Levine Series),"Brown, Monica",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
Marisol McDonald Doesn't Match (Marisol McDonald Series),"Brown, Monica",Florida,Duval County Public Schools,2022-01-01,Banned Pending Investigation,27.766279,-81.686783,2022.0
Marisol McDonald Doesn't Match (Marisol McDonald Series),"Brown, Monica",Pennsylvania,Central York School District,2021-08-01,Banned in Classrooms,40.590752,-77.209755,2021.0
